topicId,title,link,
13,Equal Sum Partition Problem,https://www.geeksforgeeks.org/partition-problem-dp-18/,
13,Count of Subsets with Given Sum,https://www.geeksforgeeks.org/count-of-subsets-with-sum-equal-to-x/,
13,Minimum Subset Sum Difference,https://www.geeksforgeeks.org/partition-a-set-into-two-subsets-such-that-the-difference-of-subset-sums-is-minimum/,
13,Count the Number of Subsets with a Given Difference,https://www.geeksforgeeks.org/number-of-subsets-with-a-given-difference/,
13,Target Sum,https://leetcode.com/problems/target-sum/,
13,Unbounded Knapsack,https://www.geeksforgeeks.org/unbounded-knapsack-repetition-items-allowed/,
13,Rod Cutting Problem,https://www.geeksforgeeks.org/cutting-a-rod-dp-13/,
13,Coin Change – Minimum Number of Coins,https://www.geeksforgeeks.org/find-minimum-number-of-coins-that-make-a-change/,
13,Coin Change – Number of ways to make a sum,https://www.geeksforgeeks.org/coin-change-dp-7/,
13,Maximum Product Cutting,https://www.geeksforgeeks.org/maximum-product-cutting-dp-36/,
13,Longest Common Subsequence,https://www.geeksforgeeks.org/longest-common-subsequence-dp-4/,
13,Longest Repeating Subsequence,https://www.geeksforgeeks.org/longest-repeating-subsequence/,
13,Longest Palindromic Subsequence,https://www.geeksforgeeks.org/longest-palindromic-subsequence-dp-12/,
13,Minimum Insertions and Deletions to Convert String A to B,https://www.geeksforgeeks.org/minimum-number-deletions-insertions-transform-one-string-another/,
13,Shortest Common Supersequence,https://www.geeksforgeeks.org/shortest-common-supersequence/,
13,Longest Increasing Subsequence,https://www.geeksforgeeks.org/longest-increasing-subsequence-dp-3/,
13,Longest Bitonic Subsequence,https://www.geeksforgeeks.org/longest-bitonic-subsequence/,
13,Edit Distance,https://www.geeksforgeeks.org/edit-distance-dp-5/,
13,Wildcard Pattern Matching,https://www.geeksforgeeks.org/wildcard-pattern-matching/,
13,Word Break Problem,https://www.geeksforgeeks.org/word-break-problem-dp-32/,
13,Palindrome Partitioning Problem,https://www.geeksforgeeks.org/palindrome-partitioning-dp-17/,
13,Boolean Parenthesization Problem,https://www.geeksforgeeks.org/boolean-parenthesization-problem-dp-37/,
13,Matrix Chain Multiplication,https://www.geeksforgeeks.org/matrix-chain-multiplication-dp-8/,
13,Scrambled String,https://www.geeksforgeeks.org/check-if-a-string-is-scramble-of-another-string/,
13,Egg Dropping Puzzle,https://www.geeksforgeeks.org/egg-dropping-puzzle-dp-11/,
13,Maximum Profit in Job Scheduling,https://leetcode.com/problems/maximum-profit-in-job-scheduling/,
13,Burst Balloons,https://leetcode.com/problems/burst-balloons/,
13,Maximum Path Sum in Matrix,https://www.geeksforgeeks.org/maximum-path-sum-matrix/,
13,Gold Mine Problem,https://www.geeksforgeeks.org/gold-mine-problem/,
13,Minimum Cost to Fill Given Weight in a Bag,https://www.geeksforgeeks.org/minimum-cost-to-fill-given-weight-in-a-bag/,
14,Count set bits in an integer,https://www.geeksforgeeks.org/count-set-bits-in-an-integer/,
14,Find the only non-repeating element where every element repeats twice,https://www.geeksforgeeks.org/find-the-number-occurring-odd-number-of-times/,
14,Check if a number is power of two,https://www.geeksforgeeks.org/program-to-find-whether-a-no-is-power-of-two/,
14,Find position of the only set bit,https://www.geeksforgeeks.org/find-position-of-the-only-set-bit/,
14,Set the rightmost unset bit,https://www.geeksforgeeks.org/set-rightmost-unset-bit/,
14,Toggle all bits after the most significant bit including MSB,https://www.geeksforgeeks.org/toggle-bits-0-msb/,
14,Count number of bits to be flipped to convert A to B,https://www.geeksforgeeks.org/number-of-bit-flips-to-convert-a-to-b/,
14,Check if two numbers are binary equivalent by flipping one bit,https://www.geeksforgeeks.org/check-binary-representations-two-numbers-differ-bit/,
14,Swap two numbers without using a temporary variable,https://www.geeksforgeeks.org/swap-two-numbers-without-using-temporary-variable/,
14,Find XOR of numbers from 1 to n,https://www.geeksforgeeks.org/calculate-xor-1-n/,
14,Divide two integers without using multiplication division and mod operator,https://leetcode.com/problems/divide-two-integers/,
14,Power Set (all subsets),https://www.geeksforgeeks.org/power-set/,
15,Implement Trie (Prefix Tree),https://leetcode.com/problems/implement-trie-prefix-tree/,
15,Insert and Search in Trie,https://www.geeksforgeeks.org/trie-insert-and-search/,
15,Word Search II,https://leetcode.com/problems/word-search-ii/,
15,Longest Word With All Prefixes,https://www.geeksforgeeks.org/longest-word-with-all-prefixes/,
15,Count Unique Substrings,https://www.geeksforgeeks.org/count-unique-substrings-string-using-trie/,
15,Maximum XOR of Two Numbers in an Array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,
15,Implement Phone Directory,https://www.geeksforgeeks.org/phone-directory-using-trie/,
15,Search Suggestions System,https://leetcode.com/problems/search-suggestions-system/,
15,Replace Words (using Trie),https://leetcode.com/problems/replace-words/,
